城市名称,平均气温
铁岭市,4.87364291934998
铁门关市,11.5792726423701
铜仁市,14.1222764377355
铜川市,12.1294531329506
铜陵市,13.9417124146016
银川市,9.50064522418893
锡林郭勒盟,1.06880794527188
锦州市,7.1279779574816
镇江市,14.5613231978902
长春市,3.25572979189918
长沙市,15.2701899717161
长治市,11.1999332673446
阜新市,6.21856250586969
阜阳市,14.9727067494765
防城港市,20.3308202048028
阳江市,21.1745125440132
阳泉市,9.61242169114638
阿克苏地区,9.99615722527214
阿勒泰地区,5.37829620662477
阿坝藏族羌族自治州,6.35063800279533
阿拉善盟,7.80195712560092
阿拉尔市,11.3824509155296
阿里地区,4.85366253356195
陇南市,12.0339783961312
陵水黎族自治县,23.7590561762983
随州市,15.2188918364928
雅安市,11.2571349568691
青岛市,11.0431589690567
鞍山市,6.55640566560876
韶关市,18.2680084837882
香港特别行政区,21.7218077666758
马鞍山市,14.642595916593
驻马店市,14.8105751404986
鸡西市,1.48452401972584
鹤壁市,13.6492582036919
鹤岗市,0.524301650171673
鹰潭市,15.8153572752325
黄冈市,14.5591629212409
黄南藏族自治州,0.926179945096864
黄山市,10.8887628884679
黄石市,14.7088593042727
黑河市,-0.83627558208404
黔东南苗族侗族自治州,14.9793508388115
黔南布依族苗族自治州,15.009971483886
黔西南布依族苗族自治州,15.230064704131
齐齐哈尔市,0.68009361683302
龙岩市,17.9122622160931
