城市名称,名字,环境环保,人文底蕴,气候,美食
三亚,小洞天Xiaodongtian House,0,0,0,0
三亚,三亚河Sanya River,1,0,0,0
三亚,锦母角Jinmujiao Cape,0,1,0,0
三亚,情人桥Lover's Bridge,0,0,0,0
三亚,延寿桥,0,0,0,0
三亚,十一届亚运会南端点火台Southern Tip Fire Station of the Asian Games,0,0,0,0
三亚,南海龙王别院House of Dragon King of the South Sea,0,2,0,0
三亚,众妙之门,3,1,0,0
三亚,三亚牛车湾Niuche Bay,1,0,0,0
三亚,南极广场,0,0,0,0
三亚,凤凰之星号夜游三亚湾,0,0,0,0
三亚,南山海上观音Guanyin Goddess at Nanshan,0,1,0,0
三亚,落笔洞Luobi (Hanging Paint Brushes) Cave,0,3,0,0
三亚,白鹭公园Egret Park,2,0,0,0
三亚,海角一号Cape No.1,2,0,0,0
三亚,万达文化中心,0,1,0,0
三亚,天涯海角-财富石,0,0,0,0
三亚,西岛肖旗港码头,0,0,0,0
三亚,珍珠文化馆gN Pearl Cultural Center,0,7,0,0
三亚,天涯海角-平安石,0,1,1,0
三亚,时代海岸酒吧街,0,0,0,0
三亚,鹿回头广场Luhuitou Square,0,2,0,1
三亚,东瑁洲岛Dongmaozhou Island,1,0,0,0
三亚,千里伞Qianli Umbrella Scenic Spot,0,0,0,0
三亚,河西红树林公园,2,0,0,1
三亚,蚩尤部落Chi You Tribe,1,0,0,0
三亚,南极冰上乐园Antarctic Ice Park,0,9,0,2
三亚,海棠广场Haitang Square,0,0,0,0
三亚,百福湾Baifu Bay,0,0,0,0
三亚,梹榔谷Bing Lang Gu,0,0,0,0
三亚,三亚珠江南田温泉Sanya Zhujiang Nantian Spa,0,0,0,0
三亚,神泉谷温泉公园Shenquangu Hot Spring Park,0,0,0,0
三亚,南山佛教文化园Nanshan Buddhism Cultural Park,0,0,0,0
三亚,爱心大世界Love World,0,0,0,0
三亚,一品椰椰子文化展示中心YiPin YeYeZi WenHua ZhanShi ZhongXin,0,0,0,0
三亚,神州第一泉Shenzhou First Spring,0,0,0,0
三亚,三亚崖州湾海洋休闲运动公园,0,0,0,0
三亚,梅联,0,0,0,0
三亚,凤凰镇,0,0,0,0
三亚,三亚恐龙馆,1,5,0,0
三亚,三亚洋海之光游艇直升机观光旅游区,0,0,0,0
三亚,东海角,0,0,0,0
三亚,龙坡村,0,0,0,0
三亚,龙海风情小镇,0,0,0,0
三亚,三亚蓝峰游艇海钓俱乐部,0,0,0,0
三亚,吉阳区湿地公园,0,0,0,0
三亚,三亚乐海游艇俱乐部,0,0,0,0
三亚,旮旯夜市,0,0,0,0
三亚,海虹广场Haihong Square,0,0,0,0
三亚,HAIGE SURF海格冲浪俱乐部(后海店),0,0,0,0
三亚,太阳湾PADI潜水俱乐部,0,0,0,0
三亚,寰球拓海帆船国际俱乐部,0,0,0,0
三亚,三亚大桥,0,0,0,0
三亚,月影艺术馆,0,0,0,0
三亚,追光旋转教堂,0,0,0,0
三亚,三亚妈祖庙Mazu Temple of Sanya,0,0,0,0
三亚,探秘恐龙谷,0,0,0,0
三明,大金湖Dajin Lake,2,2,0,0
三明,泰宁古城Taining Ancient City,0,0,0,0
三明,桃源洞Taoyuan Cave,0,0,0,0
三明,沙溪Shaxi Town,0,0,0,0
三明,侠天下景区Xiatianxia Scenic Area,0,3,0,0
三明,九龙潭Nine Dragon Pond,3,0,0,0
三明,寨下大峡谷Zhaixia Grand Canyon,0,0,0,0
三明,玉华洞Yuhua Cave,0,0,0,0
三明,明清园Mingqing Park (West Gate),2,15,0,1
三明,龙泉山,0,0,0,0
三明,仙人谷国家森林公园Sanming Xianrengu National Forest Park Ticket Office,0,0,0,0
三明,永安葛里栟榈山风景区Yong'an Geli Benlv Mountain Sceneic Area,2,0,0,0
三明,龙栖山自然保护区Longqishan Nature Reserve,4,0,0,0
三明,尚书第Shangshu Mansion,0,18,0,0
三明,三明九阜山Jiufu Mountain,2,0,0,0
三明,上清溪Shangqing Rivulet,5,0,1,0
三明,状元岩Number One Scholar Rock,0,1,0,0
三明,鳞隐石林Fujian Linyin Stone Forest,0,0,0,0
三明,沙溪河水上游Upper Reach of Shaxi River,0,0,0,0
三明,天鹅洞群Swan Cave Group,0,0,0,1
三明,水上一线天Yixiantian over the Water,0,0,0,0
三明,万寿岩遗址,0,18,0,0
三明,格氏栲自然保护区,0,0,0,0
三明,客家祖地Kejia Zudi,0,6,0,0
三明,麒麟山公园Qilinshan Park,0,0,0,0
三明,玉虚洞Yuxu Cave,0,0,0,0
三明,大佑山生态旅游区,0,0,0,0
三明,虎头山Hutou Mountain,0,0,0,0
三明,聚龙禅寺,0,1,0,0
三明,天宝岩,12,0,0,0
三明,清流赖坊樱花园,0,0,0,0
三明,银杏公园,0,0,0,0
三明,高唐镇,0,0,0,0
三明,安乐镇,0,0,0,0
三明,宁化县天鹅洞景区,0,0,0,0
三明,宁化县翠江镇水门巷,0,0,0,0
三明,80影视小镇,0,0,0,0
三明,莲花山公园,0,0,0,0
三明,琵琶堡,0,0,0,0
三明,沙县小吃文化主题公园,0,4,0,0
三明,梅列门,0,0,0,0
三明,沙县水美古堡群,0,0,0,0
三明,大福圳民居,0,0,0,0
三明,步云村,0,0,0,0
三明,五龙山生态旅游景区,0,0,0,0
三明,古银杏生态园,0,0,0,0
三明,紫阳公园,0,0,0,0
三明,百丈岩,0,0,0,0
三明,文笔山森林公园,0,0,0,0
三明,马岩生态园景区,0,0,0,0
三明,枕头山森林公园,0,0,0,0
三明,沙县铁路公园,0,0,0,0
三明,文昌三圣庙,0,0,0,0
三明,福建尤溪山里陈酒坊,0,0,0,0
三明,朱熹诞生处,0,0,0,0
三明,灵山寺,0,0,0,0
三明,西山公园,0,0,0,0
三明,七峰叠翠花田(花海),0,0,0,0
三明,大赤壁,0,0,0,0
三明,炉峰山森林公园,0,0,0,0
三明,永安龙头国家湿地公园,0,0,0,0
三明,铜锣山绿道休闲公园,0,0,0,0
三明,青水畲寨景区,0,0,0,0
三明,七峰叠翠景区,0,1,0,0
三明,尤溪武洋花天下,4,2,2,0
三明,丈漈村Zhangji Village,0,0,0,0
三明,济阳灯光小镇Jiyang Light Town,0,1,0,0
三明,宁化泉上华侨农场,0,0,0,0
三明,真隐塔遗址Ruins of Zhenyin Pagoda,0,0,0,0
三明,章玉塘背Zhangyutangbei Village,0,0,0,0
三明,皇历村Huangli Village,0,0,0,0
三明,剑溪阮氏孔雀养殖基地,0,0,0,0
三明,公家畲Gongjiashe Village,0,0,0,0
三明,踝口坑Huaikoukeng Village,0,0,0,0
三明,"沙县官庄国有林场Guanzhuang State-owned Forest Farm, Shaxian County",0,0,0,0
三明,石洞夹Shidongjia Village,0,0,0,0
三明,芹阳村Qinyang Village,0,0,0,0
三明,"沙县公路港(北港)Highway Port (North Port), Sha County",0,0,0,0
三明,石下排Shixiapai Village,0,0,0,0
三明,石坑排Shikengpai Village,0,0,0,0
三明,响石排Xiangshipai Village,0,0,0,0
三明,高樟Gaozhang Village,0,0,0,0
三明,上坋Shangfen Village,0,0,0,0
三明,瑞云洞Ruiyun Cave,0,0,0,0
三明,天湖净寺Tianhujing Temple,0,0,0,0
三明,如意湖湿地公园Ruyihu Wetland Park,6,0,0,0
三明,天鹅洞Tian'e Caves Geopark of Ninghua,0,0,0,0
三明,天斗山Tiandou Mountain,0,0,0,0
三明,李家岩禅寺Lijia Yanchansi,0,0,0,0
三沙,永兴岛Woody Island (Yongxing Island),0,0,0,0
三沙,银屿岛Yinyu Island,0,0,0,0
三沙,北礁,0,0,0,0
三沙,西沙海洋博物馆Xisha Maritime Museum,0,8,0,0
三沙,长滩,0,0,0,0
三沙,西沙洲,0,0,0,0
三沙,南岛,0,0,0,0
三沙,华光礁,0,0,0,0
三沙,浪花礁,0,0,0,0
三沙,永暑岛,0,0,0,0
三沙,海南省图书馆西沙分馆Xisha Branch of Hainan Provincial Library,0,0,0,0
三沙,渚碧礁Subi Reef,0,0,0,0
三沙,盘石屿Passu Keah,0,0,0,0
三沙,玉琢礁Yuzhuo Reef,0,0,0,0
三沙,珊瑚岛Pattle Island,0,0,0,0
三沙,晋卿岛,0,0,0,0
三沙,甘泉岛Robert Island,0,0,0,0
三沙,弹丸礁Swallow Reef,0,0,0,0
三沙,中建岛Triton Island,0,0,0,0
三沙,立地暗沙James Shoal,0,0,0,0
三沙,曾母暗沙Zengmu Reef,0,0,0,0
三沙,东岛East Island,1,0,0,0
三沙,收复西沙纪念碑Recovering the Xisha Monument,0,1,0,0
三沙,七连屿Qilian Island,0,0,0,0
三沙,石岛Shidao Island,1,0,0,0
三沙,永乐群岛Yongle Archipelago Scenic,0,0,0,0
三沙,鸭公岛Yagong Island,0,0,0,0
三沙,全富岛Quanfu Island,0,0,0,0
三门峡,函谷关历史文化旅游区Hangu Pass Historical and Cultural Tourism Zone,0,12,0,0
三门峡,三门峡大坝Three Gorges Dam,0,0,0,0
三门峡,中流砥柱,0,0,0,0
三门峡,豫西大峡谷风景区Grand Canyon in Western Henan,0,0,0,0
三门峡,双龙湾景区Shuanglong Scenic Bay,2,2,0,0
三门峡,虢国博物馆Guo State Museum,0,6,0,0
三门峡,陕县温泉,1,0,0,0
三门峡,仰韶村文化遗址,0,19,0,0
三门峡,鼎湖湾Dinghu Bay,0,0,0,0
三门峡,北阳平遗址Beiyangping Ruins,0,0,0,0
三门峡,黄河古栈道,0,0,0,0
三门峡,灵宝娘娘山景区Lingbao Niangniang Mountain,1,0,0,0
三门峡,鸿庆寺石窟,0,0,0,0
三门峡,仰韶大峡谷The Grand Canyon of Yangshao,2,2,0,0
三门峡,七里古槐,0,3,0,0
三门峡,韶峰,0,0,0,0
三门峡,高河白龙庙,2,0,0,0
三门峡,空厢寺,0,0,0,0
三门峡,女郎山地质公园,0,0,0,0
三门峡,温塘摩崖造像,0,0,0,0
三门峡,甘山国家森林公园Ganshan Forest Park,8,2,2,0
三门峡,下马头村,0,0,0,0
三门峡,双双儿童水乐园,0,0,0,0
三门峡,庙底沟仰韶文化博物馆,0,0,0,0
三门峡,东寨村黄河观景台,0,0,0,0
三门峡,黄河公园芦荡烟雨湖景区,0,0,0,0
三门峡,钟鼓楼,0,0,0,0
三门峡,金水湖公园,0,0,0,0
三门峡,三门峡人民公园,0,0,0,0
三门峡,红亭驿民俗文化村,0,1,0,0
三门峡,函谷关,0,0,0,0
三门峡,仰韶仙门山景区,0,0,0,1
三门峡,新坪村,0,0,0,0
三门峡,飞龙山旅游度假区,1,0,0,0
三门峡,安国寺,0,1,0,0
三门峡,函关夹辅,0,0,0,0
三门峡,严家大院,2,2,0,0
三门峡,崤函古道石壕段遗址,0,2,0,0
三门峡,贠家大院,0,0,0,0
三门峡,北关清真上寺,0,0,0,0
三门峡,周柏,0,0,0,0
三门峡,三门峡天鹅湖旅游度假区Sanmenxia Swan Lake Resort,2,11,0,1
三门峡,太初圣宫,0,0,0,0
三门峡,丘家壕Qiujiahao Village,0,0,0,0
三门峡,丘家沟Qiujiagou Village,0,0,0,0
三门峡,柿树坡Persimmon Slope,0,0,0,0
三门峡,丘家岭Qiujialing Village,0,0,0,0
三门峡,胡家洼生态游园Hujiawa Ecological Park,0,0,0,0
三门峡,金龟献桃Golden Turtle Offering Peach,0,0,0,0
三门峡,杨寺沟Yangsigou Village,0,0,0,0
三门峡,黄顶山Huangding Mountain,0,0,0,0
三门峡,陕州区温塘吕氏全蝎养殖场Wentang Lv’s Scorpion Farm in Shaanxi District,0,0,0,0
三门峡,曲村地坑院Qucunde Kengyuan Sceneic Area,0,0,0,0
三门峡,渑池韶山云门寺Mianchishao Shan Yunmen Temple,0,0,0,0
三门峡,渑池县博物馆Mianchixian Museum,0,0,0,0
三门峡,灵宝市博物馆Lingbaoshi Museum,0,0,0,0
三门峡,冠云山,0,0,0,0
三门峡,庙底沟遗址Miaodi Ditch Ruins,0,0,0,0
三门峡,响屏山林场,0,0,0,0
三门峡,灵宝市山之本高山苹果专业合作社,0,0,0,0
三门峡,放牛山林场,0,0,0,0
三门峡,三门峡瓮城瀑布景区,0,0,0,0
三门峡,三门峡城建苗圃,0,0,0,0
三门峡,灵宝市文化活动中心Lingbaoshi Wenhua Huodong Center,0,1,0,0
三门峡,三门峡女人街NvRen Jie,0,0,0,0
三门峡,红场商业步行街HongChang ShangYe BuXingJie,0,0,0,0
三门峡,风味名吃街FengWei MingChi Jie,0,0,0,0
三门峡,韶山风景区Shaoshan Mountain,0,0,0,0
三门峡,鸿庆寺石窟Hongqing Temple Grotto,0,0,0,0
三门峡,回春河Huichun River,0,0,0,0
三门峡,高阳山Gaoyangshan Mountain,0,0,0,0
三门峡,银杏公园Yinxing Park,0,0,0,0
三门峡,空相寺Kongxiang Temple,0,3,0,0
三门峡,清风寺Qingfeng Temple,0,1,0,0
三门峡,义马体育公园Yima Sports Park,0,0,0,0
三门峡,三门峡博物馆Sanmenxia Museum,0,2,0,0
三门峡,小秦岭Xiaoqinling Mountain,0,1,0,0
三门峡,尹喜故宅遗址Former Residence of Yin Xi,0,0,0,0
三门峡,玉皇山地质公园Mt. Yuhuang Geological Park,0,0,0,0
三门峡,卢氏山Lushi Mountain,0,0,0,0
上海,上海迪士尼度假区Shanghai Disney Resort,1,1,0,3
上海,外滩The Bund,0,4,0,0
上海,武康路Wukang Road,0,10,0,3
上海,上海海洋水族馆Shanghai Ocean Aquarium,0,0,0,1
上海,朱家角古镇景区Zhujiajiao Ancient Town Scenic Area,1,18,0,0
上海,上海自然博物馆Shanghai Natural History Museum,8,4,0,1
上海,东方明珠Oriental Pearl Radio & Television Tower,0,3,0,5
上海,田子坊Tianzifang,0,8,0,2
上海,上海海昌海洋公园Shanghai Haichang Ocean Park,0,1,0,1
上海,上海科技馆Shanghai Science and Technology Museum,1,0,0,0
上海,上海中心大厦Shanghai Tower,0,5,0,0
上海,上海博物馆Shanghai Museum,0,12,0,1
上海,豫园Yu Garden,0,3,0,0
上海,上海野生动物园Shanghai Wild Animal Park,1,0,0,0
上海,顾村公园Gucun Park,1,3,2,2
上海,上海环球金融中心Shanghai World Financial Center,0,0,0,1
上海,上海城隍庙道观City God Temple of Shanghai,0,2,0,0
上海,上海辰山植物园Shanghai Chenshan Botanical Garden,19,0,0,0
上海,龙美术馆西岸馆Long Museum (West Bund),0,15,0,1
上海,横沙岛Hengsha Island,1,0,0,0
上海,南京路步行街Nanjing Road Pedestrian Street,0,2,0,1
上海,陕西南路Shaanxi South Road,0,0,0,0
上海,静安寺Jing'an Temple,0,0,0,0
上海,1933老场坊1933 Old Millfun,0,4,0,2
上海,泰晤士小镇Thames Town,0,0,0,1
上海,上海之巅观光厅Top of Shanghai Observatory,0,5,0,0
上海,七宝老街Qibao Old Street,0,1,0,1
上海,思南路Sinan Road,0,3,0,1
上海,陆家嘴Lujiazui,2,2,0,4
上海,枫泾古镇Fengjing Ancient Town,1,23,0,3
上海,淀山湖大道风景区Dianshanhu Dadao Sceneic Area,1,0,0,0
上海,长兴岛Changxing Island,0,0,0,0
上海,老上海1930风情街Laoshanghai 1930 Fengqing Street,0,3,0,0
上海,迪士尼小镇Disneytown,0,0,0,1
上海,上海老街Shanghai Old Street,0,14,0,6
上海,广富林文化遗址Guangfulin Relics Park,0,7,0,0
上海,城隍庙旅游区Shanghai City God Temple Tourist Area,0,1,0,3
上海,吴江路Wujiang Road,1,1,0,1
上海,静安雕塑公园Jing'an Sculpture Park,2,2,0,0
上海,上海影视乐园Shanghai Film Park,0,3,0,1
上海,黄浦江Huangpu River,0,2,0,0
上海,豫园星空梦幻馆Yuyuan Fantasy Starry Pavilion,1,1,0,0
上海,人民广场People's Square,0,0,0,0
上海,大宁灵石公园Daning Park,0,0,0,0
上海,广富林遗址文化公园,0,8,0,4
上海,上海共青森林公园Gongqing National Forest Park,13,6,2,1
上海,杨浦滨江Yangpu Riverside District,0,0,0,0
上海,新天地Xintiandi,0,6,0,2
上海,奉贤渔人码头Fisherman's Wharf,3,4,0,0
上海,金茂大厦88层观光厅Jinmao Tower Observation Deck,0,0,0,0
上海,甜爱路Tian'ai Road,0,0,0,1
上海,上海动物园Shanghai Zoo,1,0,0,0
上海,复旦大学Fudan University,0,4,1,1
上海,南翔古镇Nanxiang Ancient Town,0,13,0,2
上海,中华艺术宫China Art Museum,0,10,0,0
上海,东滩湿地公园Dongtan Wetland Park,10,0,0,1
上海,上海汽车博物馆Shanghai Automobile Museum,1,10,0,0
上海,滴水湖Dishui Lake,0,0,0,0
上海,东平国家森林公园Dongping National Forest Park,5,1,0,0
上海,淀山湖风景区Dianshan Lake Scenic Spot,2,6,0,0
上海,步高里Bugaoli Scenic Resort,0,1,0,0
上海,上海天文馆Shanghai Planetarium,2,8,0,0
上海,德莱蒙德住宅Drummond Residence,0,0,0,0
上海,中新泾公园Zhongxinjing Park,1,4,0,0
上海,青西郊野公园Qingxi Country Park,9,0,0,2
上海,田子坊石库门Shikumen,0,4,0,1
上海,世纪公园Century Park,3,0,0,2
上海,上海植物园Shanghai Botanical Garden,10,0,0,0
上海,中国共产党第一次全国代表大会会址The site of the first CPC National Congress,1,4,0,0
上海,上海马戏城Shanghai Circus World,2,6,0,0
上海,上海滨江森林公园Binjiang Forest Park,9,0,0,1
上海,上海犹太难民纪念馆Shanghai Jewish Refugees Museum,0,6,0,0
上海,东方绿舟景区Oriental Land,0,0,0,1
上海,太阳岛旅游度假区Sun Island,0,2,0,0
上海,上海当代艺术博物馆Power Station of Art,0,13,0,1
上海,海上花岛生态度假村Qianwei Ecological Village,0,0,0,0
上海,上海星空艺术馆Shanghaixingkong Art Museum,4,3,0,0
上海,广富林郊野公园Guangfulin Jiaoye Park,0,2,0,0
上海,1192弄老上海风情街1192 Nong Laoshanghai Fengqing Street,0,0,0,0
上海,花开海上生态园Huakai Haishang Ecological Park,2,0,0,1
上海,肇周路Zhaozhou Road,0,0,0,0
上海,南翔老街Nanxiang Old Street,0,4,0,0
上海,上海薰衣草公园Momchilovtsi Herb Garden,2,3,0,0
上海,乍浦路桥Zhapulu Bridge,0,0,0,0
上海,黄兴公园Huangxing Park,3,0,0,0
